filename,category,prompt_mode,timestamp,approach_1_5_success,approach_1_5_description,approach_1_5_latency,approach_1_5_tokens,approach_1_5_cost,approach_1_5_error,approach_2_5_success,approach_2_5_description,approach_2_5_latency,approach_2_5_detection_latency,approach_2_5_generation_latency,approach_2_5_tokens,approach_2_5_num_objects,approach_2_5_error,approach_3_5_success,approach_3_5_description,approach_3_5_latency,approach_3_5_detection_latency,approach_3_5_ocr_latency,approach_3_5_depth_latency,approach_3_5_generation_latency,approach_3_5_tokens,approach_3_5_num_objects,approach_3_5_mode,approach_3_5_error
four_in_a_row-opp_won.png,gaming,gaming,2025-12-04T19:31:21.196922,True,Red wins with four in a row horizontally.,1.5997700691223145,951,0.009689999999999999,,True,No objects detected in the image. No critical elements or immediate concerns present. The scene is likely empty or contains elements not detectable by the system. No specific actions needed based on the information provided.,0.11223864555358887,0.0810859203338623,2.0715620517730713,241,0,,True,No objects detected. Kindly share the game status or describe the scene for assistance.,0.9096348285675049,0.09060478210449219,,0.24132919311523438,0.6426870822906494,204,0,depth,
four_in_a_row-opp_move_4.png,gaming,gaming,2025-12-04T19:31:23.821011,True,Game ongoing. Red has three in a row vertically. Green has two in a row vertically.,1.3290150165557861,961,0.009989999999999999,,True,No objects detected in the image. No critical elements or immediate concerns present. The scene is likely empty or contains elements not detectable by the system. No specific actions needed based on the information provided.,0.11882281303405762,0.08171796798706055,2.0715620517730713,241,0,,True,"Your turn. X in top right, O in bottom row. Empty squares: 1, 4, 5, 7, 8.",0.9048829078674316,0.08317685127258301,,0.23337173461914062,0.6425909996032715,218,0,depth,
tic_tac_toe-opp_move_1.png,gaming,gaming,2025-12-04T19:31:26.176582,True,"Game ongoing: ""O"" in center, ""X"" in bottom-right. Other spaces empty.",1.2253026962280273,962,0.01002,,True,"""Be careful, there's an airplane at the right bottom and a scissors nearby. Mind their locations.""",0.7161262035369873,0.08440685272216797,0.5922150611877441,348,2,,True,You won! Great job! Your airplane is at the right bottom. Scissors are also there.,0.9244742393493652,0.08701109886169434,,0.21611475944519043,0.684011697769165,245,2,depth,
SlayTheSpire_Watcher_vs_Cultist_LargeWolf_Act3.png,gaming,gaming,2025-12-04T19:31:29.048705,True,"Player at 45/79 HP, facing two enemies: 40/53 HP and 320/320 HP. Energy: 2/4. Cards available.",1.6910159587860107,976,0.01044,,True,"Two people in the center, each side. Teddy bears at the bottom right. Watch out for people in your path.",0.6554257869720459,0.09850811958312988,0.5177891254425049,411,4,,True,"Your turn. Both X and O at the center. Empty squares: 1, 4, 6, 7, 8, 9.",1.2275209426879883,0.10380101203918457,,0.36838722229003906,0.8261120319366455,290,4,depth,
StardewValley_TownSquare_VillageCenter.png,gaming,gaming,2025-12-04T19:31:32.627919,True,"No win/loss message. It's 1:40 PM, Day 2, Spring. Player is in town center with tools available.",1.7391901016235352,970,0.01026,,True,There is a clock at the top center. Nothing else detected. No obstacles or safety concerns.,0.8811740875244141,0.05669569969177246,0.5503008365631104,333,1,,True,You won! Great job!,1.2668869495391846,0.10277104377746582,,0.28971409797668457,0.9601049423217773,212,1,depth,
StardewValley_StardewValleyFair_Festival.png,gaming,gaming,2025-12-04T19:31:36.518685,True,"Stardew Valley fair scene: 248 star tokens, player near tents, shops, and a spinning wheel. No win/loss messages.",1.738252878189087,971,0.010289999999999999,,True,You are in a room with a clock at the center bottom. No safety-critical elements detected.,0.9214861392974854,0.0796051025390625,0.79742431640625,334,1,,True,You lost. Clock at center bottom. Start a new game or try again!,0.9271659851074219,0.07541704177856445,,0.3168599605560303,0.5815567970275879,222,1,depth,
SlayTheSpire_Silent_vs_Exploders_Act2_Combat.png,gaming,gaming,2025-12-04T19:31:40.110423,True,"Player at 36/70 HP, facing three enemies. One enemy at 1/12 HP. Three energy available.",1.3635849952697754,967,0.01017,,True,A person is at the left center. Be cautious. No safety concerns detected.,0.6999180316925049,0.11527299880981445,0.5298049449920654,349,1,,True,No game information was provided.,1.548424243927002,0.08800530433654785,,0.9198639392852783,0.47870492935180664,231,1,depth,
SlayTheSpire_Defect_vs_Sentry_ZapPlus.png,gaming,gaming,2025-12-04T19:31:43.729674,True,"Player: 47/82 HP. Enemy: 30/50 HP. ""Zap"" card played. End Turn available.",1.9034669399261475,968,0.010199999999999999,,True,"There is a bird on the right, a person in the middle left, and two sports balls on the left. Be cautious of the person in the middle.",0.8960978984832764,0.08875489234924316,0.7757298946380615,405,4,,True,Game state unclear. Please provide description of the tic-tac-toe board with Xs and Os.,0.9981710910797119,0.11698627471923828,,0.5094170570373535,0.4627993106842041,275,4,depth,
tic_tac_toe-user_won.png,gaming,gaming,2025-12-04T19:31:47.531476,True,"""X"" wins with a vertical line on the right.",0.9947299957275391,954,0.009779999999999999,,True,"""Two airplanes detected: one at bottom right, one at top right. Watch out for airplanes nearby.""",0.6839208602905273,0.0854330062866211,0.5712027549743652,348,2,,True,You won! There are two airplanes at the bottom right and top right. Great job!,0.7278280258178711,0.12881088256835938,,0.27318596839904785,0.42778587341308594,238,2,depth,
StardewValley_Winter_IceFishingContest.png,gaming,gaming,2025-12-04T19:31:49.941675,True,"No win/loss message. It's 1:00 pm, Saturday 20th. Players are fishing. Gold: 10,250. Tools visible on the left.",1.5648679733276367,637,0.00707,,True,No objects detected in the image. No critical elements or immediate concerns present. The scene is likely empty or contains elements not detectable by the system. No specific actions needed based on the information provided.,0.08397603034973145,0.05420374870300293,2.0715620517730713,241,0,,True,"Opponent won. X in top left, center, and bottom right. You have O in bottom left and top right.",1.4177250862121582,0.052572011947631836,,0.6428799629211426,0.7562501430511475,212,0,depth,
