filename,category,mode,yolo_model,llm_model,configuration,description,detection_latency,ocr_latency,depth_latency,generation_latency,total_latency,num_objects_detected,objects_detected,ocr_text,ocr_num_texts,depth_mean,word_count,tokens_used,success,error,timestamp
INDOOR_Navigation_AccessibilityRamp_EntryDoor_BrickFacade.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In this scene, there is a dining table located directly in front of you, approximately 1.19 meters ahead. The table is positioned at the center bottom of your view. 

Please be cautious as you navigate forward; the table is at a distance where you may need to adjust your path to avoid bumping into it. If you are moving straight ahead, be aware that it is just under 1.2 meters from your current position.",0.0843658447265625,,0.7915530204772949,3.7849769592285156,5.129340887069702,1,"[{'class': 'dining table', 'bbox': [169.29443359375, 386.1349182128906, 866.6988525390625, 658.390380859375], 'confidence': 0.31138989329338074, 'h_position': 'center', 'v_position': 'bottom', 'position': 'center bottom', 'size': 'large', 'area_ratio': 0.27187980584734694}]",,,68.18915099202712,74,292,True,,2025-11-24T16:00:44.834811
INDOOR_Navigation_ArchwayEntrance_Staircase_Wayfinding.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In front of you, there are two objects that you should be aware of to navigate safely. 

1. **Chair**: There is a chair located approximately 1.4 meters (14.00 depth value) to your left center. Please be cautious as you move in that direction, as it is relatively close.

2. **Potted Plant**: Directly in front of you, at the center of your field of view, there is a potted plant positioned around 0.9 meters (31.00 depth value) ahead. Be mindful of this object as you approach; it is closer than the chair.

To summarize: 
- You have a chair 1.4 meters to your left center.
- There is a potted plant 0.9 meters directly ahead. 

Please navigate carefully around these objects.",0.07703590393066406,,0.454970121383667,3.928439140319824,4.392371892929077,2,"[{'class': 'potted plant', 'bbox': [441.01055908203125, 335.32684326171875, 564.8765869140625, 537.6636352539062], 'confidence': 0.4037816822528839, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'medium', 'area_ratio': 0.028868770773148436}, {'class': 'chair', 'bbox': [155.68032836914062, 330.9881591796875, 355.26348876953125, 496.7057800292969], 'confidence': 0.3684866726398468, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'medium', 'area_ratio': 0.038097264913184006}]",,,113.16028533976534,120,396,True,,2025-11-24T16:00:49.733960
INDOOR_Navigation_BlindManWithCane_TactileSignage_Hallway.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In the scene, there is a person detected to your left, approximately 1 meter away from you (since the depth value for the person is 92.00 cm). They are positioned at the left center of your field of view. Please be cautious as you navigate in that direction, ensuring to maintain a safe distance from them. 

To summarize:
- There is a person 1 meter to your left.",0.0789949893951416,,0.22695207595825195,2.8435258865356445,3.07914400100708,1,"[{'class': 'person', 'bbox': [147.7597198486328, 156.5712432861328, 322.73150634765625, 654.9375610351562], 'confidence': 0.9162881374359131, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'large', 'area_ratio': 0.11146112012613506}]",,,132.01619125286322,68,301,True,,2025-11-24T16:00:53.319403
INDOOR_Navigation_CurvingStaircase_FoyerAccess_HardwoodFloor.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In your immediate environment, there are three notable objects that I will describe along with their distances from your current position. 

1. **Dining Table**: This object is located towards the right bottom of your field of vision. It is approximately **4.3 meters** away from you. Be cautious as this may be a surface you could bump into if you're moving in that direction.

2. **Potted Plant**: This is situated at the right center of your view, closer than the dining table. The potted plant is about **3.7 meters** away from you. It's important to be aware of this object, as it may be positioned near pathways.

3. **Vase**: The vase is also located at the right center, very close to the potted plant, at a distance of around **3.8 meters** from you. Take care as this could be on or near a surface that you would want to steer clear of, especially if you are walking in that area.

To summarize, if you are moving towards the right side of the space, the potted plant and vase are approximately **3.7 to 3.8 meters** away, while the dining table is further back at about **4.3 meters**. Keep these distances in mind to navigate safely.",0.0585629940032959,,0.5282630920410156,6.939186096191406,7.480885982513428,3,"[{'class': 'potted plant', 'bbox': [268.1683044433594, 53.48802947998047, 307.8519592285156, 107.12004852294922], 'confidence': 0.7860368490219116, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.03694990370008681}, {'class': 'vase', 'bbox': [277.55126953125, 80.26394653320312, 298.65478515625, 106.99519348144531], 'confidence': 0.5611342191696167, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'small', 'area_ratio': 0.009793807135687935}, {'class': 'dining table', 'bbox': [257.9530029296875, 95.33218383789062, 317.8228759765625, 179.27044677734375], 'confidence': 0.3049637973308563, 'h_position': 'right', 'v_position': 'bottom', 'position': 'right bottom', 'size': 'large', 'area_ratio': 0.08724605984157986}]",,,88.2604513888889,203,516,True,,2025-11-24T16:01:01.306283
INDOOR_Navigation_ElevatorLobby_LongHallway_MarbleFlooring.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"The scene is clear of any detectable objects, providing an unobstructed view in front of you. The mean depth is approximately 120 centimeters, which indicates that you are in a space where the closest point is 1.2 meters ahead of you. 

Since no objects are present, you can navigate freely without obstacles. You have open space extending in all directions, allowing for safe movement. 

For further context, if you were to walk straight ahead, you would remain clear for at least 1.2 meters. Be aware that beyond this distance, the depth range extends up to 255 centimeters, suggesting that your environment continues to open up further ahead. Continue to move confidently, maintaining awareness of your surroundings since there are currently no barriers or obstacles in your immediate path.",0.0687260627746582,,0.19967412948608398,4.309113025665283,4.515883207321167,0,[],,,120.351175,128,327,True,,2025-11-24T16:01:06.328496
INDOOR_Navigation_LivingRoom_HallwayEntrance_MAINSTSign.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In the space you are navigating, there are several objects detected around you. Here’s a detailed description to help you orient yourself:

1. **Potted Plants**: There are five potted plants, positioned at various locations. The nearest potted plant is about 2.7 meters to your left (depth of 27.00). 

2. **Chairs**: Two chairs are located directly in front of you, approximately 6.4 meters ahead (depth of 64.00). Be cautious as you approach, as they may be in your path.

3. **Couch**: There is a couch situated slightly to your right, around 6.1 meters away (depth of 61.00). Ensure you navigate around it as you move forward.

4. **Bowl**: A bowl is located at the right center of the room, about 16.6 meters away (depth of 166.00). This is further away and should not obstruct your immediate path.

5. **Dining Table**: The dining table is the furthest object detected, positioned approximately 20.8 meters away (depth of 208.00) at the right bottom of your view. It is not an immediate concern for navigation, but be aware of it as you move forward.

To summarize, prioritize avoiding the chairs directly in front of you at 6.4 meters and the couch to your right at 6.1 meters. The nearest potted plant",0.07788205146789551,,0.24608111381530762,6.8125269412994385,7.067110776901245,10,"[{'class': 'potted plant', 'bbox': [0.0, 134.0194854736328, 81.81681823730469, 618.6444702148438], 'confidence': 0.6386146545410156, 'h_position': 'left', 'v_position': 'center', 'position': 'left center', 'size': 'large', 'area_ratio': 0.056692779675060624}, {'class': 'potted plant', 'bbox': [842.7056884765625, 308.25048828125, 954.9728393554688, 436.1898498535156], 'confidence': 0.637749969959259, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.02053696309839475}, {'class': 'potted plant', 'bbox': [653.3632202148438, 407.92205810546875, 728.0521240234375, 478.3121032714844], 'confidence': 0.5871990323066711, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'small', 'area_ratio': 0.007517036895975361}, {'class': 'potted plant', 'bbox': [537.4329833984375, 323.4385681152344, 592.7687377929688, 382.4081115722656], 'confidence': 0.5252938270568848, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.004665658554255875}, {'class': 'potted plant', 'bbox': [463.5401306152344, 351.1070251464844, 506.0000915527344, 388.60760498046875], 'confidence': 0.5234083533287048, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.002276653426632525}, {'class': 'chair', 'bbox': [431.7776794433594, 397.5873107910156, 554.9036865234375, 516.9779052734375], 'confidence': 0.5073100328445435, 'h_position': 'center', 'v_position': 'bottom', 'position': 'center bottom', 'size': 'medium', 'area_ratio': 0.02101838012739994}, {'class': 'couch', 'bbox': [419.26513671875, 382.0474548339844, 601.8836059570312, 514.9056396484375], 'confidence': 0.4376286268234253, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'medium', 'area_ratio': 0.03469064190307439}, {'class': 'bowl', 'bbox': [915.7205200195312, 413.26678466796875, 1008.8521728515625, 447.05389404296875], 'confidence': 0.4267084300518036, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'small', 'area_ratio': 0.004499121256838082}, {'class': 'chair', 'bbox': [422.42791748046875, 403.6326599121094, 507.86932373046875, 516.1464233398438], 'confidence': 0.34474968910217285, 'h_position': 'center', 'v_position': 'bottom', 'position': 'center bottom', 'size': 'medium', 'area_ratio': 0.013745273014811436}, {'class': 'dining table', 'bbox': [803.5980834960938, 425.83172607421875, 1023.607421875, 667.1053466796875], 'confidence': 0.2518361806869507, 'h_position': 'right', 'v_position': 'bottom', 'position': 'right bottom', 'size': 'large', 'area_ratio': 0.07589799314082803}]",,,105.99823132091873,206,650,True,,2025-11-24T16:01:13.901837
INDOOR_Navigation_LongHallway_AccessPoints_ModernDesign.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"The scene appears to be clear of any detected objects. The mean depth is approximately 115.57 centimeters, which indicates that the space around you is relatively open, with no immediate obstacles within about 1.15 meters.

Since no objects are present, you can safely navigate straight ahead. You are currently in an area where you can move forward without encountering any obstacles for at least the next 1.15 meters. 

Keep in mind to remain aware of your surroundings as you navigate, as there may still be elements not detected that could pose a risk within the larger depth range of 0.00 to 255.00 centimeters. Always proceed with caution, especially in unfamiliar areas.",0.14788293838500977,,0.5219631195068359,3.0520501136779785,3.5883748531341553,0,[],,,115.57085804440389,111,309,True,,2025-11-24T16:01:17.997035
INDOOR_Navigation_OfficeLobby_HRSignage_GlassWalledHallway.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In front of you, there is a small arrangement of furniture and decor. Here’s a detailed description to help you navigate:

1. **Potted Plant**: There is a potted plant directly in front of you, approximately **0.3 meters** (about 1 foot) away. This is the closest object to you.

2. **Vase**: Just slightly to the left of the potted plant, there is a vase which is about **0.27 meters** (just under 1 foot) away from you. Be cautious as it is quite close.

3. **Couch**: To the right of the potted plant, there are two couches. The nearest couch is about **0.4 meters** (about 1.3 feet) away from you. The second couch, which is also to the right, is at a similar distance of approximately **0.4 meters** as well.

4. **Chair**: Finally, there is a chair positioned slightly behind the couches, approximately **0.41 meters** (about 1.3 feet) away from you, also towards the right.

Please be mindful of your surroundings as you move. The potted plant and vase are very close and could obstruct your path. The couches and chair are also positioned quite closely together, so watch your step as you navigate through the area.",0.07359886169433594,,0.2349870204925537,6.009512186050415,6.253870725631714,5,"[{'class': 'potted plant', 'bbox': [431.41717529296875, 286.51763916015625, 479.2334899902344, 342.0024108886719], 'confidence': 0.6935424208641052, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.005976691790518051}, {'class': 'couch', 'bbox': [637.477783203125, 314.8633728027344, 744.3863525390625, 406.2138671875], 'confidence': 0.5469403862953186, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.02200059109768103}, {'class': 'couch', 'bbox': [536.8614501953125, 316.1640319824219, 638.6561889648438, 394.227294921875], 'confidence': 0.2715969383716583, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.017901234698268095}, {'class': 'chair', 'bbox': [637.3109130859375, 315.3002014160156, 743.1759033203125, 406.5893859863281], 'confidence': 0.26749348640441895, 'h_position': 'right', 'v_position': 'center', 'position': 'right center', 'size': 'medium', 'area_ratio': 0.021771214275074117}, {'class': 'vase', 'bbox': [435.26226806640625, 319.362060546875, 464.3829040527344, 341.9809265136719], 'confidence': 0.25797539949417114, 'h_position': 'center', 'v_position': 'center', 'position': 'center center', 'size': 'small', 'area_ratio': 0.0014838248388165008}]",,,80.75163999423299,195,565,True,,2025-11-24T16:01:24.768293
INDOOR_Navigation_SensoryPath_HospitalClinic_FloorDecals.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"The scene appears to be clear of any objects, with a mean depth of approximately 112 meters. This suggests that you are in an open space, likely with no immediate obstacles in your vicinity. 

To provide a sense of spatial relationships: 

- There are no objects detected directly in front of you or to either side, indicating a wide, unobstructed area.
- The nearest detectable distance is 0 meters (the range starts from here), suggesting you are very close to the ground or a surface, but since no objects are present, it is safe to assume you can move freely without encountering obstacles.

For navigation, you can proceed forward in any direction without the risk of colliding with objects, as there are none detected within the range of 0 to 255 meters. Always remain aware of your surroundings as you move.",0.09134793281555176,,0.21888208389282227,5.500191926956177,5.731315851211548,0,[],,,111.97738611111112,141,338,True,,2025-11-24T16:01:31.002944
INDOOR_Navigation_SlatPartition_GlassDoors_EntranceExit.jpg,indoor,depth,yolov8n,gpt-4o-mini,YOLOv8N+Depth-Anything+gpt-4o-mini,"In the scene, there is a chair located towards your left side, approximately 1.5 meters away (72 cm depth). The chair is positioned near the bottom left of your field of vision. Please be cautious as you navigate; take care to avoid this chair as you move to your right or forward. 

To summarize:
- There is a chair 1.5 meters to your left. 
- Ensure to adjust your path to avoid colliding with it.",0.0818490982055664,,0.4098019599914551,3.1648619174957275,3.5858259201049805,1,"[{'class': 'chair', 'bbox': [263.1486511230469, 1647.376220703125, 662.5830078125, 2224.50439453125], 'confidence': 0.8116644620895386, 'h_position': 'left', 'v_position': 'bottom', 'position': 'left bottom', 'size': 'medium', 'area_ratio': 0.04170372165628256}]",,,100.76256331770291,75,294,True,,2025-11-24T16:01:35.096812
